,0,1,2,0_syllables,1_syllables,2_syllables,label
18330,river washed stones,remembering a woman,who knew how to love,4,7,5,river
18332,summer's end,a crawdad's firm grip,on hotdog bait,3,5,4,summer
18332,summer's end,a crawdad's firm grip,on hotdog bait,3,5,4,end
18334,garden bench,my warmth left,for the autumn rain,3,3,5,garden
18334,garden bench,my warmth left,for the autumn rain,3,3,5,autumn
18334,garden bench,my warmth left,for the autumn rain,3,3,5,rain
18341,salad days,the heat of hormones,and beach sand,3,5,3,heat
18346,sunday afternoon,end of a dog's leash,whipping through the grass,5,5,5,afternoon
18346,sunday afternoon,end of a dog's leash,whipping through the grass,5,5,5,end
18346,sunday afternoon,end of a dog's leash,whipping through the grass,5,5,5,dog
18346,sunday afternoon,end of a dog's leash,whipping through the grass,5,5,5,grass
18347,the long heron a-a-wk,toward a tree . . .,middle of my daydream,5,3,6,tree
18347,the long heron a-a-wk,toward a tree . . .,middle of my daydream,5,4,6,tree
18349,loons scattering . . .,a floatplane touches down,into summer,4,6,4,summer
18350,moonlit grass,and black shapes of cattle,a distant flute,3,6,4,grass
18355,summer rain,i walk through the odor,of the sky,3,6,3,summer
18355,summer rain,i walk through the odor,of the sky,3,6,3,rain
18355,summer rain,i walk through the odor,of the sky,3,6,3,sky
18358,mother's day,i cut the long white root,from a carrot,3,6,4,mother
18358,mother's day,i cut the long white root,from a carrot,3,6,4,day
18363,butterfly garden . . .,a big voice answers,a small one,5,5,3,garden
18364,the day begins,descendants of dinosaurs,"darting, singing",4,7,4,day
18365,near the mountain top,the wind doesn't stay,on the path,5,5,3,wind
18366,auction day,dead leaves swirl,around the stone seat,3,3,5,day
18368,unseasonal heat,a woodpecker,and its ideas,5,4,5,heat
18377,grandad's story,candle light flickers,in the snakeskin's eye,4,5,5,light
18379,valentine's day,i divide,the orange segments,4,3,5,day
18381,winter sun,the spine of one book,out of line,3,5,3,winter
18381,winter sun,the spine of one book,out of line,3,5,3,sun
18384,power breakdown,a mother nursing,in the dark,4,5,3,mother
18388,labor day,the crease finally worked,into new shoes,3,6,4,day
18391,the close of day,only a peg and a finch,left on the line,4,7,4,day
18392,low in the west,under the belly of a dog,the setting sun,4,8,4,dog
18392,low in the west,under the belly of a dog,the setting sun,4,8,4,sun
18393,summer pond,no more room,for the blue sky,3,3,4,summer
18393,summer pond,no more room,for the blue sky,3,3,4,blue
18393,summer pond,no more room,for the blue sky,3,3,4,sky
18395,hearing it first,through the dog,distant thunder,4,3,4,dog
18396,evening moon,the last bale of hay,ascends the conveyor,3,5,6,moon
18401,cornflowers,brighten the kitchen,my mother's eyes,3,5,4,mother
18403,our cab ride,one love song long&nbsp?,spring moon,3,4,3,song
18403,our cab ride,one love song long&nbsp?,spring moon,3,4,3,spring
18403,our cab ride,one love song long&nbsp?,spring moon,3,4,3,moon
18403,our cab ride,one love song long&nbsp?,spring moon,4,4,3,song
18403,our cab ride,one love song long&nbsp?,spring moon,4,4,3,spring
18403,our cab ride,one love song long&nbsp?,spring moon,4,4,3,moon
18407,another mother,calling her child too,the dark of the wind,5,5,5,mother
18407,another mother,calling her child too,the dark of the wind,5,5,5,child
18407,another mother,calling her child too,the dark of the wind,5,5,5,wind
18408,crescent moon,the cat grooms,the tip of his tail,3,3,5,moon
18408,crescent moon,the cat grooms,the tip of his tail,3,3,5,cat
18409,first spring day,picking up,a warm stone,3,3,3,spring
18409,first spring day,picking up,a warm stone,3,3,3,day
18409,first spring day,picking up,a warm stone,4,3,3,spring
18409,first spring day,picking up,a warm stone,4,3,3,day
18411,a tangled nest,of fishing line,spring birdsong,4,4,3,spring
18411,a tangled nest,of fishing line,spring birdsong,4,4,4,spring
18413,the kittens,can't yet see us,spring night,3,4,3,spring
18413,the kittens,can't yet see us,spring night,3,4,3,night
18413,the kittens,can't yet see us,spring night,3,5,3,spring
18413,the kittens,can't yet see us,spring night,3,5,3,night
18420,unlabeled shapes,from the back of the freezer,winter stars,4,7,3,winter
18421,daylight moon,the pregnant moose,settles into snow,3,4,5,moon
18421,daylight moon,the pregnant moose,settles into snow,3,4,5,snow
18424,winter stars,the fishing holes,left behind,3,4,3,winter
18425,deep winter,the old cat squeezes,between us,3,5,3,winter
18425,deep winter,the old cat squeezes,between us,3,5,3,cat
18425,deep winter,the old cat squeezes,between us,3,5,4,winter
18425,deep winter,the old cat squeezes,between us,3,5,4,cat
18426,winter's end,a smell of curry,in the old people's home,3,5,6,winter
18426,winter's end,a smell of curry,in the old people's home,3,5,6,end
18426,winter's end,a smell of curry,in the old people's home,3,5,6,smell
18426,winter's end,a smell of curry,in the old people's home,3,5,6,home
18429,october sunset,the glow of tomatoes,on the sill,5,6,3,sunset
18434,a grackle,in every tree,random thoughts,3,4,3,tree
18434,a grackle,in every tree,random thoughts,3,5,3,tree
18441,our passing breeze,a do not disturb sign swings,on the hotel door,4,7,5,breeze
18441,our passing breeze,a do not disturb sign swings,on the hotel door,5,7,5,breeze
18442,summer dusk,a white flag waves,from the tree house,3,4,4,summer
18442,summer dusk,a white flag waves,from the tree house,3,4,4,dusk
18442,summer dusk,a white flag waves,from the tree house,3,4,4,tree
18442,summer dusk,a white flag waves,from the tree house,3,4,4,house
18446,drifted sand,over campfire ash,summer's end,3,6,3,summer
18446,drifted sand,over campfire ash,summer's end,3,6,3,end
18448,the hills stir,with unmown hay . . .,summer dusk,3,4,3,summer
18448,the hills stir,with unmown hay . . .,summer dusk,3,4,3,dusk
18453,starry night,my child makes,more than one wish,3,3,4,night
18453,starry night,my child makes,more than one wish,3,3,4,child
18454,solar eclipse,the cat aroused,by settling birds,4,4,4,cat
18454,solar eclipse,the cat aroused,by settling birds,4,4,5,cat
18455,sandcastle,my child in,his own world,3,3,3,child
18457,longest day . . .,children fishing,for ant lions,3,4,4,day
18461,monsoon wind,that touch of dust,on the rain scent,3,4,4,wind
18461,monsoon wind,that touch of dust,on the rain scent,3,4,4,rain
18461,monsoon wind,that touch of dust,on the rain scent,3,4,4,scent
18462,summer morning,a butterfly floats through,the teashop door,4,6,4,summer
18462,summer morning,a butterfly floats through,the teashop door,4,6,4,morning
18464,shirts versus skins,a vulture spirals,into the sky,4,5,4,sky
18470,summer rain,the potted plants,push against the glass,3,4,5,summer
18470,summer rain,the potted plants,push against the glass,3,4,5,rain
18471,lilacs at dusk,"""ready or not","here i come""",4,4,3,dusk
18475,first day of spring,the murmuring pulse,of raven wings,4,5,4,day
18475,first day of spring,the murmuring pulse,of raven wings,4,5,4,spring
18475,first day of spring,the murmuring pulse,of raven wings,5,5,4,day
18475,first day of spring,the murmuring pulse,of raven wings,5,5,4,spring
18486,the full moon,above a field of snow,staying up a while,3,6,5,moon
18486,the full moon,above a field of snow,staying up a while,3,6,5,snow
18487,deep winter,the sound of mail dropping,through the slot,3,6,3,winter
18487,deep winter,the sound of mail dropping,through the slot,3,6,3,sound
18488,she shows me,the first snow,a finger on her lips,3,3,6,snow
18492,almost spring,the lace of my running shoe,trips me again,3,7,4,spring
18492,almost spring,the lace of my running shoe,trips me again,4,7,4,spring
18493,dried apricots,a comfortable silence,between us,4,7,3,silence
18493,dried apricots,a comfortable silence,between us,4,7,4,silence
18497,overcast day,how does it go,that song about love,4,4,5,day
18497,overcast day,how does it go,that song about love,4,4,5,song
18499,autumn air . . .,the diminishing trail,of voices,3,6,3,autumn
18501,autumn rain,buttoning the thirty-six,pearls on her gown,3,6,4,autumn
18501,autumn rain,buttoning the thirty-six,pearls on her gown,3,6,4,rain
18503,a killdeer pretends,her wing is broken,the smell of cut hay,6,5,5,smell
18504,summer day,a census taker pushes,the rusty bell,3,7,4,summer
18504,summer day,a census taker pushes,the rusty bell,3,7,4,day
18505,the slight hesitation,before our sails fill,summer's end,6,5,3,summer
18505,the slight hesitation,before our sails fill,summer's end,6,5,3,end
18505,the slight hesitation,before our sails fill,summer's end,6,6,3,summer
18505,the slight hesitation,before our sails fill,summer's end,6,6,3,end
18506,spring breeze,it's just not the same,with open eyes,3,5,4,spring
18506,spring breeze,it's just not the same,with open eyes,3,5,4,breeze
18507,our house for sale,blossoms for apples,that won?t be mine,4,5,4,house
18507,our house for sale,blossoms for apples,that won?t be mine,5,5,4,house
18508,spring morning . . .,balloons cover,the vendor's face,3,4,4,spring
18508,spring morning . . .,balloons cover,the vendor's face,3,4,4,morning
18508,spring morning . . .,balloons cover,the vendor's face,4,4,4,spring
18508,spring morning . . .,balloons cover,the vendor's face,4,4,4,morning
18509,a line borrowed,from another poet,spring rain,4,6,3,spring
18509,a line borrowed,from another poet,spring rain,4,6,3,rain
18511,a warbler,weaving the song,into blossoms,3,4,4,song
18513,the second opinion,no worse than the first,groundhog day,6,5,3,day
18514,fat bellies,of sparrows,february's extra day,3,3,7,day
18515,winter sunshine,a cockroach also comes out,of the hole,4,7,3,winter
18516,late-winter twilight,he comes home,without the dog,3,3,4,home
18516,late-winter twilight,he comes home,without the dog,3,3,4,dog
18518,winter night,the slow circling,of the bar rag,3,4,4,winter
18518,winter night,the slow circling,of the bar rag,3,4,4,night
18518,winter night,the slow circling,of the bar rag,3,5,4,winter
18518,winter night,the slow circling,of the bar rag,3,5,4,night
18519,finches flit,through dry stems,winter shadows,3,3,4,winter
18521,a snow goose,cups its wings to land,curve of the shore,3,5,4,snow
18522,spring melt,the susurration of water,in the tea kettle,3,8,5,spring
18522,spring melt,the susurration of water,in the tea kettle,3,8,5,water
18522,spring melt,the susurration of water,in the tea kettle,3,8,5,tea
18525,rainy night,the slam of his car door,brings a sigh,3,6,3,night
18527,churchgoers,ice floes drift together,at the river's mouth,3,6,5,river
18529,mother's bruises,turning purple,holy saturday,4,4,5,mother
18532,coat hanger rust,on his church shirt,winter comes early,4,4,5,winter
18533,veteran's day,it whips the way,wet flags do,4,4,3,day
18533,veteran's day,it whips the way,wet flags do,4,4,3,way
18534,a rose hip,bright in the snow,pearl harbor day,3,4,4,snow
18534,a rose hip,bright in the snow,pearl harbor day,3,4,4,day
18536,the red-deer herd,packed tightly together,winter sunlight,3,6,4,winter
18538,the church fills,with smells of overcoats,morning mist,3,6,3,morning
18538,the church fills,with smells of overcoats,morning mist,3,6,3,mist
18541,morning quiet,a thin skin holding,the yolk intact,4,5,4,morning
18544,shades of autumn,the gleaners come,in rat-grey coats,4,4,3,autumn
18547,far away thunder,the polished rocks,in the river,5,4,4,river
18549,sand covers,the salmon bones,autumn begins,3,4,4,autumn
18550,teeth on its catch,the rasp of an otter's breath,autumn dusk,4,7,3,autumn
18550,teeth on its catch,the rasp of an otter's breath,autumn dusk,4,7,3,dusk
18553,morning prayers,her hopi flutes stacked,in the sunflower can,3,5,6,morning
18553,morning prayers,her hopi flutes stacked,in the sunflower can,4,5,6,morning
18554,hospital window,a fingerprint against,the summer sky,5,6,4,window
18554,hospital window,a fingerprint against,the summer sky,5,6,4,summer
18554,hospital window,a fingerprint against,the summer sky,5,6,4,sky
18555,long summer,another dog,snarls at me,3,4,3,summer
18555,long summer,another dog,snarls at me,3,4,3,dog
18557,spanish guitar,leaf shadows flicker,on the empty floor,4,5,5,leaf
18558,on vacation,the sound of the inn,settling,4,5,3,sound
18559,exam table,my feet sway,to an old song,4,3,4,song
18562,nearly spring,a new facade,for the bridal shop,3,4,5,spring
18562,nearly spring,a new facade,for the bridal shop,4,4,5,spring
18563,daffodils,in first grade i played the one,in jesus? garden,3,7,5,garden
18570,spring dusk,a camellia follows,the curve of the moon,3,6,5,spring
18570,spring dusk,a camellia follows,the curve of the moon,3,6,5,dusk
18570,spring dusk,a camellia follows,the curve of the moon,3,6,5,moon
18571,a bare bulb,burning in the barn,winter fields,3,5,3,winter
18572,winter grasses,a break in our,interconnectedness,4,4,6,winter
18572,winter grasses,a break in our,interconnectedness,4,5,6,winter
18576,cold ocean,moon shards leap,from waves to rocks,3,3,4,moon
18578,winter morning,i shovel the drive twice,waiting for the hearse,4,6,5,winter
18578,winter morning,i shovel the drive twice,waiting for the hearse,4,6,5,morning
18579,deep inside,the city's sound,winter crows,3,4,3,sound
18579,deep inside,the city's sound,winter crows,3,4,3,winter
18583,december sunset,the red inside,the mare's thin coat,5,4,4,sunset
18584,withering wind . . .,a hurt with a name,i can?t pronounce,4,5,4,wind
18587,all souls? day,zombies return,to the costume shop,3,4,5,day
18588,what's left of my faith:,light from one star,in a blue-black sky,5,4,4,light
18588,what's left of my faith:,light from one star,in a blue-black sky,5,4,4,sky
18590,december rain,the scooter bumps,room to room,4,4,3,rain
18591,new coolness,more neighbors know,my dog's name,3,4,3,dog
18595,hazy moon,dad's walking stick,knocking in the trunk,3,4,5,moon
18601,morning yoga,the curve of a lizard,on the wall,4,6,3,morning
18605,a cockroach,on the welcome mat . . .,motel dusk,3,5,3,dusk
18606,anywhere sun,finds the creek,water striders,4,3,4,sun
18606,anywhere sun,finds the creek,water striders,4,3,4,water
18610,last night of summer,the old cat and i,go out with the stars,5,5,5,night
18610,last night of summer,the old cat and i,go out with the stars,5,5,5,summer
18610,last night of summer,the old cat and i,go out with the stars,5,5,5,cat
18611,traces of light,the way back,to the stars,4,3,3,light
18611,traces of light,the way back,to the stars,4,3,3,way
18614,crescent moon,bare arms brush,evening primrose,3,3,4,moon
